doi	journal	pubMedId	pubMedUrl	publicationTitle	publicationYear	keywords	authors	grantNumber	gseAccns	gseUrls	srpAccns	srpUrls	dpgapAccns	dpgapUrls
10.2174/1567205014666170829114346	Curr Alzheimer Res	28847281	https://www.ncbi.nlm.nih.gov/pubmed/?term=28847281	Association Between Psychosis Phenotype and APOE Genotype on the Clinical Profiles of Alzheimer's Disease	2018	APOE; Alzheimer's disease; Delusions; cognition; hallucinations; lewy bodies; neuropathology; psychosis.	Winnie Qian, Corinne E Fischer, Tom A Schweizer, David G Munoz	"[""AG016976""]"	NA	NA	NA	NA	NA	NA
10.1017/S104795111700169X	Cardiol Young	28847329	https://www.ncbi.nlm.nih.gov/pubmed/?term=28847329	Utilisation of early intervention services in young children with hypoplastic left heart syndrome	2018	CHD; early intervention; neurodevelopmental disorders.	Kathleen A Mussatto, Danielle Hollenbeck-Pringle, Felicia Trachtenberg, Erica Sood, Renee Sananes, Nancy A Pike, Linda M Lambert, William T Mahle, David J Goldberg, Caren S Goldberg, Carolyn Dunbar-Masterson, Michelle Otto, Bradley S Marino, Bronwyn H Bartle, Ismee A Williams, Jeffrey P Jacobs, Sinai C Zyblewski, Victoria L Pemberton	"[""HL135691""]"	NA	NA	NA	NA	NA	NA
10.1165/rcmb.2017-0154OC	Am J Respir Cell Mol Biol	28850249	https://www.ncbi.nlm.nih.gov/pubmed/?term=28850249	Deletion of c-FLIP from CD11b hi Macrophages Prevents Development of Bleomycin-induced Lung Fibrosis	2018	IPF; RNA-seq; c-FLIP; fibrosis; macrophage.	Alexandra L McCubbrey, Lea Barthel, Michael P Mohning, Elizabeth F Redente, Kara J Mould, Stacey M Thomas, Sonia M Leach, Thomas Danhorn, Sophie L Gibbings, Claudia V Jakubzick, Peter M Henson, William J Janssen	"[""CA046934""]"	"[""GSE94699""]"	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE94699	"[""SRP099085""]"	https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP099085	NA	NA
10.1016/j.neubiorev.2017.08.018	Neurosci Biobehav Rev	28859996	https://www.ncbi.nlm.nih.gov/pubmed/?term=28859996	Nicotine and networks: Potential for enhancement of mood and cognition in late-life depression	2018	Acetylcholine; Aging; Antidepressant; Attention; Cognition; Cognitive control; Cognitive impairment; Default mode network; Depression; Depressive disorder; Executive control; Experimental therapeutics; Geriatrics; Intrinsic network; Memory; Nicotine; Nicotinic receptor; Review.	Jason A Gandelman, Paul Newhouse, Warren D Taylor	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1016/j.jvoice.2017.08.003	J Voice	28864082	https://www.ncbi.nlm.nih.gov/pubmed/?term=28864082	Effects of Aging on Vocal Fundamental Frequency and Vowel Formants in Men and Women	2018	Adult acoustics; Aging voice; Formants; Fundamental frequency; Sex differences.	Julie Traub Eichhorn, Raymond D Kent, Diane Austin, Houri K Vorperian	"[""DC006282"", ""HD090256""]"	NA	NA	NA	NA	NA	NA
10.1136/jmedgenet-2017-104759	J Med Genet	28866611	https://www.ncbi.nlm.nih.gov/pubmed/?term=28866611	Missense variants in the chromatin remodeler CHD1 are associated with neurodevelopmental disability	2018	chromatin; epigenetic machinery; human disease; neurological dysfunction; speech apraxia.	Genay O Pilarowski, Hilary J Vernon, Carolyn D Applegate, Leandros Boukas, Megan T Cho, Christina A Gurnett, Paul J Benke, Erin Beaver, Jennifer M Heeley, Livija Medne, Ian D Krantz, Meron Azage, Dmitriy Niyazov, Lindsay B Henderson, Ingrid M Wentzensen, Berivan Baskin, Maria J Guillen Sacoto, Gregory D Bowman, Hans T Bjornsson	"[""HD087011"", ""HD079123""]"	NA	NA	NA	NA	NA	NA
10.1016/j.dcn.2017.08.006	Dev Cogn Neurosci	28869201	https://www.ncbi.nlm.nih.gov/pubmed/?term=28869201	Cascading effects of attention disengagement and sensory seeking on social symptoms in a community sample of infants at-risk for a future diagnosis of autism spectrum disorder	2018	Attention; Autism; Infants; Longitudinal; Risk markers; Sensory features; Social.	Grace T Baranek, Tiffany G Woynaroski, Sallie Nowell, Lauren Turner-Brown, Michaela DuBay, Elizabeth R Crais, Linda R Watson	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1111/cdev.12942	Child Dev	28872672	https://www.ncbi.nlm.nih.gov/pubmed/?term=28872672	The Longitudinal Effects of Early Language Intervention on Children's Problem Behaviors	2019	NA	Philip R Curtis, Ann P Kaiser, Ryne Estabrook, Megan Y Roberts	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1002/mc.22731	Mol Carcinog	28876465	https://www.ncbi.nlm.nih.gov/pubmed/?term=28876465	Procyanidin B2 3,3″-di-O-gallate induces oxidative stress-mediated cell death in prostate cancer cells via inhibiting MAP kinase phosphatase activity and activating ERK1/2 and AMPK	2018	AMP-activated kinase; dual-specificity phosphoprotein phosphatase; extracellular-signal-regulated kinase; oxidative stress; procyanidin B2 3,3″-di-O-gallate; prostate cancer.	Rahul Kumar, Gagan Deep, Michael F Wempe, Joseph Surek, Amit Kumar, Rajesh Agarwal, Chapla Agarwal	"[""CA046934""]"	NA	NA	NA	NA	NA	NA
10.1152/ajprenal.00325.2017	Am J Physiol Renal Physiol	28877882	https://www.ncbi.nlm.nih.gov/pubmed/?term=28877882	Mechanotransduction signaling in podocytes from fluid flow shear stress	2018	exon array analysis; fluid flow shear stress; hyperfiltration; mechanotransduction; podocytes.	Tarak Srivastava, Hongying Dai, Daniel P Heruth, Uri S Alon, Robert E Garola, Jianping Zhou, R Scott Duncan, Ashraf El-Meanawy, Ellen T McCarthy, Ram Sharma, Mark L Johnson, Virginia J Savin, Mukut Sharma	"[""HD090216""]"	"[""GSE99988""]"	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE99988	NA	NA	NA	NA
10.1007/s12311-017-0880-7	Cerebellum	28887630	https://www.ncbi.nlm.nih.gov/pubmed/?term=28887630	NCB5OR Deficiency in the Cerebellum and Midbrain Leads to Dehydration and Alterations in Thirst Response, Fasted Feeding Behavior, and Voluntary Exercise in Mice	2018	Cerebellum; Dehydration; Exercise; Leptin; Mouse; Ncb5or; RER.	Matthew A Stroh, Michelle K Winter, Kenneth E McCarson, John P Thyfault, Hao Zhu	"[""HD090216""]"	NA	NA	NA	NA	NA	NA
10.1007/s10803-017-3296-9	J Autism Dev Disord	28889315	https://www.ncbi.nlm.nih.gov/pubmed/?term=28889315	Brief Report: Executive Function as a Predictor of Academic Achievement in School-Aged Children with ASD	2018	Academic achievement; Autism; Inhibition; Math; Set shifting; Working memory.	Tanya St John, Geraldine Dawson, Annette Estes	"[""HD055741""]"	NA	NA	NA	NA	NA	NA
10.1016/j.dcn.2017.08.005	Dev Cogn Neurosci	28889988	https://www.ncbi.nlm.nih.gov/pubmed/?term=28889988	Developmental sequelae and neurophysiologic substrates of sensory seeking in infant siblings of children with autism spectrum disorder	2018	Autism; EEG; Frontal asymmetry; Infant siblings; Longitudinal; Sensory.	Cara R Damiano-Goodwin, Tiffany G Woynaroski, David M Simon, Lisa V Ibañez, Michael Murias, Anne Kirby, Cassandra R Newsom, Mark T Wallace, Wendy L Stone, Carissa J Cascio	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1016/j.neuropharm.2017.09.012	Neuropharmacology	28893562	https://www.ncbi.nlm.nih.gov/pubmed/?term=28893562	Positive allosteric modulation of M 1 and M 4 muscarinic receptors as potential therapeutic treatments for schizophrenia	2018	Allosteric modulator; M1; M4; Muscarinic receptors; Schizophrenia.	Samantha E Yohn, P Jeffrey Conn	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1002/aur.1858	Autism Res	28898569	https://www.ncbi.nlm.nih.gov/pubmed/?term=28898569	Altered task-related modulation of long-range connectivity in children with autism	2018	EEG; autism; connectivity; dyspraxia; functional connectivity; task-related.	Ajay S Pillai, Danielle McAuliffe, Balaji M Lakshmanan, Stewart H Mostofsky, Nathan E Crone, Joshua B Ewen	"[""HD079123""]"	NA	NA	NA	NA	NA	NA
10.1177/1098612X17729310	J Feline Med Surg	28905667	https://www.ncbi.nlm.nih.gov/pubmed/?term=28905667	Preliminary pharmacokinetics of intravenous and subcutaneous dolasetron and pharmacodynamics of subcutaneous dolasetron in healthy cats	2018	NA	Andrea K Herndon, Jessica M Quimby, Liberty G Sieberg, Leigh Davis, Amber L Caress, Sabina Ligas, Ryan J Hansen, Luke A Wittenburg, Danial L Gustafson	"[""CA046934""]"	NA	NA	NA	NA	NA	NA
10.1007/s10802-017-0345-y	J Abnorm Child Psychol	28913698	https://www.ncbi.nlm.nih.gov/pubmed/?term=28913698	Reduced Value-Driven Attentional Capture Among Children with ADHD Compared to Typically Developing Controls	2018	ADHD; Attention; Distraction; Reinforcement learning; Reward.	Anthony W Sali, Brian A Anderson, Steven Yantis, Stewart H Mostofsky, Keri S Rosch	"[""HD079123""]"	NA	NA	NA	NA	NA	NA
10.1080/07448481.2017.1377206	J Am Coll Health	28915090	https://www.ncbi.nlm.nih.gov/pubmed/?term=28915090	Evaluating the consistency of scales used in adult attention deficit hyperactivity disorder assessment of college-aged adults	2018	Adult ADHD; evaluation; scales.	Ayman Saleh, Catherine Fuchs, Warren D Taylor, Frances Niarhos	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1016/j.pmrj.2017.09.006	PM R	28919499	https://www.ncbi.nlm.nih.gov/pubmed/?term=28919499	Comparing Electrical Stimulation With and Without Ultrasound Guidance for Phenol Neurolysis to the Musculocutaneous Nerve	2018	NA	Mary E Matsumoto, Jessica Berry, Herbie Yung, Martha Matsumoto, Michael C Munin	"[""TR001857""]"	NA	NA	NA	NA	NA	NA
10.1007/s10803-017-3310-2	J Autism Dev Disord	28921103	https://www.ncbi.nlm.nih.gov/pubmed/?term=28921103	Biofeedback-Based, Videogame Balance Training in Autism	2018	Motor; Postural stability; Technology-based interventions; Video game.	Brittany G Travers, Andrea H Mason, Leigh Ann Mrotek, Anthony Ellertson, Douglas C Dean 3rd, Courtney Engel, Andres Gomez, Olga I Dadalko, Kristine McLaughlin	"[""HD090256""]"	NA	NA	NA	NA	NA	NA
10.1007/s10803-017-3304-0	J Autism Dev Disord	28921105	https://www.ncbi.nlm.nih.gov/pubmed/?term=28921105	Association Between Air Pollution Exposure, Cognitive and Adaptive Function, and ASD Severity Among Children with Autism Spectrum Disorder	2018	Air pollution; Autism spectrum disorder; Cognitive impairments; Mullen scales of early learning; Vineland adaptive behavioral scale.	Tara Kerin, Heather Volk, Weiyan Li, Fred Lurmann, Sandrah Eckel, Rob McConnell, Irva Hertz-Picciotto	"[""ES015359""]"	NA	NA	NA	NA	NA	NA
10.1111/ejn.13721	Eur J Neurosci	28922545	https://www.ncbi.nlm.nih.gov/pubmed/?term=28922545	Neural responses to linguistic stimuli in children with and without autism spectrum disorder	2018	broader autism phenotype; event-related potentials; language acquisition; lexical processing.	Kayla H Finch, Helen Tager-Flusberg, Charles A Nelson	"[""DC010290""]"	NA	NA	NA	NA	NA	NA
10.1017/S1355617717000935	J Int Neuropsychol Soc	28925347	https://www.ncbi.nlm.nih.gov/pubmed/?term=28925347	Positive Psychosocial Factors and Cognition in Ethnically Diverse Older Adults	2018	African American; Executive function; Hispanic; Language; Self-efficacy; Social support; Working memory.	Laura B Zahodne, Caitlin W-M Watson, Sonia Seehra, Michelle N Martinez	"[""TR001873""]"	NA	NA	NA	NA	NA	NA
10.1111/jcpp.12810	J Child Psychol Psychiatry	28925538	https://www.ncbi.nlm.nih.gov/pubmed/?term=28925538	Maternal intelligence quotient (IQ) predicts IQ and language in very preterm children at age 5 years	2018	Prematurity; environmental influences; follow-up studies; intelligence; maternal factors.	Rachel E Lean, Rachel A Paul, Christopher D Smyser, Cynthia E Rogers	"[""HD087011""]"	NA	NA	NA	NA	NA	NA
10.1177/1362361317718482	Autism	28931307	https://www.ncbi.nlm.nih.gov/pubmed/?term=28931307	Autism spectrum disorder screening with the CBCL/1½-5: Findings for young children at high risk for autism spectrum disorder	2019	CBCL/1½–5; Diagnostic and Statistical Manual of Mental Disorders-Pervasive Developmental Problems scale; autism spectrum disorder screening; baby sibling paradigm; familial high-risk.	Leslie A Rescorla, Breanna M Winder-Patel, Sarah J Paterson, Juhi Pandey, Jason J Wolff, Robert T Schultz, Joseph Piven	"[""HD055741""]"	NA	NA	NA	NA	NA	NA
10.1007/s10278-017-0022-2	J Digit Imaging	28932980	https://www.ncbi.nlm.nih.gov/pubmed/?term=28932980	Understanding Clinical Mammographic Breast Density Assessment: a Deep Learning Perspective	2018	Breast cancer; Breast density; Deep learning; Digital mammography; Radiology; Reading behavior.	Aly A Mohamed, Yahong Luo, Hong Peng, Rachel C Jankowitz, Shandong Wu	"[""TR001857""]"	NA	NA	NA	NA	NA	NA
10.1016/j.freeradbiomed.2017.09.013	Free Radic Biol Med	28935420	https://www.ncbi.nlm.nih.gov/pubmed/?term=28935420	Down syndrome, beta-amyloid and neuroimaging	2018	Cerebrovascular pathology; Neuroimaging; Partial trisomy 21; Pittsburgh Compound B; Trisomy 21.	Elizabeth Head, Alex M Helman, David Powell, Frederick A Schmitt	"[""HD064993""]"	NA	NA	NA	NA	NA	NA
10.1097/RCT.0000000000000669	J Comput Assist Tomogr	28937489	https://www.ncbi.nlm.nih.gov/pubmed/?term=28937489	A Novel Registration-Based Semiautomatic Mandible Segmentation Pipeline Using Computed Tomography Images to Study Mandibular Development	2018	NA	Ying Ji Chuang, Benjamin M Doherty, Nagesh Adluru, Moo K Chung, Houri K Vorperian	"[""DC006282"", ""HD090256""]"	NA	NA	NA	NA	NA	NA
10.1002/ijc.31067	Int J Cancer	28940260	https://www.ncbi.nlm.nih.gov/pubmed/?term=28940260	Authentication of M14 melanoma cell line proves misidentification of MDA-MB-435 breast cancer cell line	2018	STR profiling; authentication; cross-contamination; human cell lines; misidentification.	Christopher Korch, Erin M Hall, Wilhelm G Dirks, Margaret Ewing, Mark Faries, Marileila Varella-Garcia, Steven Robinson, Douglas Storts, Jacqueline A Turner, Ying Wang, Edward C Burnett, Lyn Healy, Douglas Kniss, Richard M Neve, Raymond W Nims, Yvonne A Reid, William A Robinson, Amanda Capes-Davis	"[""CA046934""]"	NA	NA	NA	NA	NA	NA
10.1136/jim-2017-000491	J Investig Med	28947640	https://www.ncbi.nlm.nih.gov/pubmed/?term=28947640	Clinical definition of respiratory viral infections in young children and potential bronchiolitis misclassification	2018	bronchiolitis; infants; prematurity; viral respiratory infections.	Rosemary Megalaa, Geovanny F Perez, Sasikumar Kilaikode-Cheruveettara, Nidhi Kotwal, Carlos E Rodriguez-Martinez, Gustavo Nino	"[""HL141237""]"	NA	NA	NA	NA	NA	NA
10.1002/biot.201700097	Biotechnol J	28960810	https://www.ncbi.nlm.nih.gov/pubmed/?term=28960810	Cancer Immunotherapy Using CAR-T Cells: From the Research Bench to the Assembly Line	2018	T cells; chimeric antigen receptors; genetic engineering; immunotherapy; manufacturing.	Diogo Gomes-Silva, Carlos A Ramos	"[""CA125123""]"	NA	NA	NA	NA	NA	NA
10.1016/j.jana.2017.09.003	J Assoc Nurses AIDS Care	28967490	https://www.ncbi.nlm.nih.gov/pubmed/?term=28967490	Motivation as a Mechanism for Daily Experiences' Effects on HIV Medication Adherence	2018	HIV; adherence; antiretroviral therapy; ecological momentary assessment; motivation.	Paul F Cook, Sarah J Schmiege, Lucy Bradley-Springer, Whitney Starr, Jane M Carrington	"[""TR002535""]"	NA	NA	NA	NA	NA	NA
10.1080/09297049.2017.1365828	Child Neuropsychol	28969482	https://www.ncbi.nlm.nih.gov/pubmed/?term=28969482	Parent reports of children's working memory, coping, and emotional/behavioral adjustment in pediatric brain tumor patients: A pilot study	2018	Coping; brain tumor; emotional and behavioral adjustment; working memory.	Leandra Desjardins, Jennifer C Thigpen, Molly Kobritz, Alexandra H Bettis, Meredith A Gruhn, Megan Ichinose, Kristen Hoskinson, Claire Fraley, Allison Vreeland, Colleen McNally, Bruce E Compas	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1158/1541-7786.MCR-17-0260	Mol Cancer Res	28970362	https://www.ncbi.nlm.nih.gov/pubmed/?term=28970362	Functional Impact of Chromatin Remodeling Gene Mutations and Predictive Signature for Therapeutic Response in Bladder Cancer	2018	NA	Jason E Duex, Kalin E Swain, Garrett M Dancik, Richard D Paucek, Charles Owens, Mair E A Churchill, Dan Theodorescu	"[""CA046934""]"	NA	NA	NA	NA	NA	NA
10.1080/13854046.2017.1384063	Clin Neuropsychol	28972453	https://www.ncbi.nlm.nih.gov/pubmed/?term=28972453	Impaired eye contact in the FMR1 premutation is not associated with social anxiety or the broad autism phenotype	2018	Fragile X premutation; eye gaze; fragile X carriers; social gaze; social phobia.	Jessica Klusek, Alexis Ruber, Jane E Roberts	"[""MH090194""]"	NA	NA	NA	NA	NA	NA
10.1093/geronb/gbx089	J Gerontol B Psychol Sci Soc Sci	28977531	https://www.ncbi.nlm.nih.gov/pubmed/?term=28977531	The Paradoxical Impact of Companionship on the Mental Health of Older African American Men	2018	African American; Caregiving; Disease; Men; Mental Health; Social Determinants of Health.	Jamie A Mitchell, Tamara Cadet, Shanna Burke, Ed-Dee Williams, Daniel Alvarez	"[""AG016976""]"	NA	NA	NA	NA	NA	NA
10.1007/s00246-017-1733-3	Pediatr Cardiol	28980052	https://www.ncbi.nlm.nih.gov/pubmed/?term=28980052	Right Ventricular Tissue Doppler Myocardial Performance Index in Children with Pulmonary Hypertension: Relation to Invasive Hemodynamics	2018	Echocardiography; Pediatrics; Pulmonary hypertension.	Richard M Friesen, Michal Schäfer, Dale A Burkett, Courtney J Cassidy, D Dunbar Ivy, Pei-Ni Jone	"[""HL121518""]"	NA	NA	NA	NA	NA	NA
10.1002/jmri.25867	J Magn Reson Imaging	28981189	https://www.ncbi.nlm.nih.gov/pubmed/?term=28981189	In vivo assessment of the placental anatomy and perfusion in a mouse model of intrauterine inflammation	2018	gestation; intrauterine inflammation; intravoxel-incoherent motion; placental perfusion; placental volume.	Dan Wu, Jun Lei, Bei Jia, Han Xie, Yan Zhu, Jiadi Xu, Susumu Mori, Jiangyang Zhang, Irina Burd	"[""HD079123""]"	NA	NA	NA	NA	NA	NA
10.1111/cge.13142	Clin Genet	28984907	https://www.ncbi.nlm.nih.gov/pubmed/?term=28984907	Prader-Willi syndrome genetic subtypes and clinical neuropsychiatric diagnoses in residential care adults	2018	PWS genetic subtypes; Prader-Willi syndrome (PWS); neuropsychiatric diagnoses; residential care adults.	A M Manzardo, N Weisensel, S Ayala, W Hossain, M G Butler	"[""HD090216""]"	NA	NA	NA	NA	NA	NA
10.1016/j.jvs.2017.06.110	J Vasc Surg	28986100	https://www.ncbi.nlm.nih.gov/pubmed/?term=28986100	Reduced shear stress and associated aortic deformation in the thoracic aorta of patients with chronic obstructive pulmonary disease	2018	NA	Michal Schäfer, Vitaly O Kheyfets, Alex J Barker, Kurt Stenmark, Kendall S Hunter, P Mason McClatchey, J Kern Buckner, T Brett Reece, Omid Jazaeri, Brett E Fenster	"[""HL072738""]"	NA	NA	NA	NA	NA	NA
10.1016/j.mito.2017.09.004	Mitochondrion	28986305	https://www.ncbi.nlm.nih.gov/pubmed/?term=28986305	High-throughput BioSorter quantification of relative mitochondrial content and membrane potential in living Caenorhabditis elegans	2018	C. elegans; Flow cytometry; Mitochondrial disease; Screening.	Young Joon Kwon, Sujay Guha, Florin Tuluc, Marni J Falk	"[""GM120762""]"	NA	NA	NA	NA	NA	NA
10.1080/13854046.2017.1378371	Clin Neuropsychol	28988512	https://www.ncbi.nlm.nih.gov/pubmed/?term=28988512	Consistency of traumatic brain injury reporting in older adults with and without cognitive impairment	2018	Alzheimer’s disease; Traumatic brain injury; cognitive impairment; concussion; dementia.	Kristin Wilmoth, Christian LoBue, Matthew A Clem, Rajadhar Reddy, Linda S Hynan, Nyaz Didehbani, Kathleen Bell, Kyle B Womack, John Hart Jr, Hunt Batjer, C Munro Cullum	"[""AG016976""]"	NA	NA	NA	NA	NA	NA
